gpu_id,data_points,total_layers,lr,rmse,train_time_sec
0,630957.0,7.0,9.43514490544258,inf,784.3283257484436
1,100000.0,8.0,0.0005705691169199,7.5352958874799265,180.16382122039795
0,158489.0,8.0,0.0014798520271425,19.425698469504397,234.84960746765137
1,251188.0,8.0,0.0001099452518808,15.821267288391278,331.38028287887573
0,398107.0,8.0,0.0002844709568885,3.7469039235333637,444.78401613235474
0,1000.0,9.0,0.0002524273607303,116.73771667480469,2.143127202987671
0,1584.0,9.0,0.0010574074868888,64.8450721514107,2.064009189605713
0,2511.0,9.0,0.0008015606419497,41.39022588240292,2.431159019470215
0,3981.0,9.0,0.0005924192305005,27.977382884013124,9.110661506652832
0,6309.0,9.0,0.0002258522514148,25.417517913015264,11.450207948684692
0,10000.0,9.0,0.0004916552938043,32.08825663349259,12.628285884857178
0,15848.0,9.0,0.0002756655808563,26.649504236940476,21.20994281768799
0,25118.0,9.0,0.0001998290456662,15.866595734332428,56.7899866104126
0,39810.0,9.0,0.0002649281508108,11.784839492641295,78.8312361240387
0,63095.0,9.0,0.0002260030666208,10.755603122538272,141.51206994056702
0,100000.0,9.0,0.0006195541502943,14.42199043445266,243.19870114326477
0,158489.0,9.0,0.0006638867231479,10.582839655307136,157.47219610214233
0,251188.0,9.0,0.0009226119070752,4.874646360056192,552.6321280002594
1,630957.0,8.0,0.0005227341077596,3.3877135879323097,1665.1859641075134
1,630957.0,9.0,0.000368333613239,7.295364421299759,592.2548110485077
1,1000.0,10.0,0.0016005691481643,76.14512634277344,1.0719852447509766
1,1584.0,10.0,0.0035642507324875,41.8585279090856,3.4977915287017822
1,2511.0,10.0,0.0011223613260394,39.92194882422378,4.332546710968018
1,3981.0,10.0,0.0005229116228769,18.485806562259366,4.736274480819702
1,6309.0,10.0,0.002716176023782,38.305856003989106,12.147782802581787
1,10000.0,10.0,0.0001173461000617,80.44461147342108,12.939376831054688
1,15848.0,10.0,0.0007460872147974,22.60962544175445,42.99811363220215
1,25118.0,10.0,0.0011619459282759,36.34416010443962,86.84544587135315
1,39810.0,10.0,0.0003354201776899,27.705277956756134,79.66233038902283
1,63095.0,10.0,0.0005894568162586,10.634324954819895,89.57881474494934
1,100000.0,10.0,0.0009656667920172,7.2258644212161744,144.14544129371643
0,398107.0,9.0,0.0006684190673431,4.7307212780005905,1173.4855058193207
1,158489.0,10.0,0.0003423763402565,7.197529117522095,296.5677399635315
0,251188.0,10.0,0.0003047147396561,4.963400656521576,733.3366529941559
1,398107.0,10.0,7.369755597862383,,948.2352333068848
1,1000.0,11.0,0.0073875873542482,122.47332763671875,3.1862001419067383
1,1584.0,11.0,0.0027144517414944,96.9224754916473,2.862879753112793
1,2511.0,11.0,0.0025588148636078,48.79151732833297,4.695910692214966
1,3981.0,11.0,0.0012778701449685,42.073029238217835,12.203693628311157
1,6309.0,11.0,0.0004221789799536,22.522474991647822,14.802762985229492
1,10000.0,11.0,7.366277763540632,,30.450037002563477
1,15848.0,11.0,0.0001213571116321,16.30505980795364,28.80317735671997
1,25118.0,11.0,0.0004065607176736,13.270104324563496,36.09311509132385
1,39810.0,11.0,0.001281938812438,15.243239018960047,117.33205056190491
1,63095.0,11.0,0.0006766162564925,16.020448273047958,205.76742935180664
0,630957.0,10.0,0.0012715059437052,2.9895932680382376,1014.0098178386688
1,100000.0,11.0,0.0004821306155419,19.988519445931015,204.96087980270386
0,158489.0,11.0,0.0004731570925451,13.824665697023725,266.6267421245575
1,251188.0,11.0,0.0003552938007775,4.463099556947386,537.9338982105255
0,398107.0,11.0,0.0005499721075629,5.001406985946753,569.2626841068268
0,1000.0,12.0,0.0007004085744296,93.73408508300781,4.441375255584717
0,1584.0,12.0,0.0018834141419133,92.96613491282744,3.1822400093078613
0,2511.0,12.0,0.0015717600061588,38.85332565307617,5.726247549057007
0,3981.0,12.0,0.002262338075477,37.26367612908648,9.435506343841553
0,6309.0,12.0,0.0001554963326406,29.767096350713032,11.416322946548462
0,10000.0,12.0,0.0002675681770238,12.30021597418651,23.09111452102661
0,15848.0,12.0,0.0001425412919353,14.152424943998392,58.40672516822815
0,25118.0,12.0,0.0001946262696264,17.635511510001685,34.03658390045166
0,39810.0,12.0,0.0007780241367129,8.850858401517357,88.68288230895996
0,63095.0,12.0,4.672279382083233,,251.84651136398315
0,100000.0,12.0,0.0002636212352687,13.999726659850264,273.443372964859
1,630957.0,11.0,0.0001928783054268,5.6560602834975615,976.6737837791443
0,158489.0,12.0,4.957407649269991,,488.2846302986145
1,251188.0,12.0,6.550555580594743,,873.1856110095978
0,398107.0,12.0,0.0001141091087078,7.400151770873952,555.1070592403412
1,630957.0,12.0,0.031252532722806,124.92758827963343,1547.1660540103912
