Frame,Elapsed Time,X,Y,Z
0,0.014515399932861328,49.99473190307617,0.7257444858551025,100.2903060913086
1,0.026513099670410156,49.982425689697266,1.3254996538162231,100.53025817871094
1,0.03851675987243652,49.96291732788086,1.9253618717193604,100.77033233642578
1,0.055028676986694336,49.92431640625,2.7500455379486084,101.10057067871094
2,0.06603002548217773,49.89104080200195,3.299102783203125,101.32060241699219
2,0.07803153991699219,49.84785461425781,3.8976187705993652,101.56063079833984
2,0.0900278091430664,49.79751205444336,4.495312213897705,101.80055236816406
3,0.10202836990356445,49.73998260498047,5.092572212219238,102.04056549072266
3,0.11302757263183594,49.68095779418945,5.639353275299072,102.26055145263672
3,0.12502813339233398,49.60970687866211,6.235132217407227,102.50056457519531
4,0.1360337734222412,49.538082122802734,6.780730247497559,102.72067260742188
4,0.14803290367126465,49.453155517578125,7.3746418952941895,102.96065521240234
4,0.16454267501831055,49.324668884277344,8.190059661865234,103.29085540771484
4,0.17554402351379395,49.23158264160156,8.73219108581543,103.51087951660156
5,0.18754339218139648,49.123260498046875,9.322296142578125,103.75086975097656
5,0.19854140281677246,49.017765045166016,9.861979484558105,103.9708251953125
5,0.21054363250732422,48.8958740234375,10.449578285217285,104.21087646484375
6,0.22254252433776855,48.766971588134766,11.035508155822754,104.45085144042969
6,0.23354315757751465,48.64262771606445,11.571296691894531,104.67086029052734
6,0.24554753303527832,48.50021743774414,12.154373168945312,104.91094970703125
6,0.2567873001098633,48.36054611206055,12.698725700378418,105.1357421875
7,0.2687876224517822,48.20467758178711,13.278139114379883,105.3757553100586
7,0.27979016304016113,48.05567169189453,13.807699203491211,105.5958023071289
7,0.29178738594055176,47.88656234741211,14.38322639465332,105.83574676513672
8,0.30078840255737305,47.75516128540039,14.813665390014648,106.0157699584961
8,0.3127892017364502,47.573951721191406,15.385684967041016,106.25578308105469
8,0.320786714553833,47.44938278198242,15.76566219329834,106.41573333740234
8,0.33278870582580566,47.256752014160156,16.333999633789062,106.65577697753906
8,0.34179186820983887,47.10778045654297,16.758792877197266,106.8358383178711
9,0.35430026054382324,46.894474029541016,17.346708297729492,107.08600616455078
9,0.3623006343841553,46.75419616699219,17.721323013305664,107.24600982666016
9,0.3753015995025635,46.51985549926758,18.32765769958496,107.50603485107422
10,0.3833024501800537,46.37173080444336,18.69926643371582,107.66604614257812
10,0.39530086517333984,46.144039154052734,19.25429344177246,107.90602111816406
10,0.4042999744415283,45.96889877319336,19.668764114379883,108.08599853515625
